dataset,arm,rho,seed,n_expected,removed,cov_corrupt,cov_repair,cov_single,edge_precision,single_fn,single_fp
wikidata:Q42889:3,E-HX,0.2,2,249,32,0.8835341365461847,1.0,1.0,1.0,29,0
wikidata:Q42889:3,E-HX,0.2,3,249,32,0.9116465863453815,1.0,1.0,1.0,22,0
wikidata:Q42889:3,E-HX,0.2,4,249,32,0.9437751004016064,1.0,1.0,1.0,14,0
wikidata:Q42889:3,E-HX,0.2,5,249,32,0.46184738955823296,1.0,1.0,1.0,134,0
wikidata:Q42889:3,E-HX,0.2,6,249,32,0.43775100401606426,1.0,1.0,1.0,140,0
wikidata:Q42889:3,E-HX,0.2,7,249,32,0.891566265060241,1.0,1.0,1.0,27,0
wikidata:Q42889:3,E-HX,0.2,8,249,32,0.8875502008032129,1.0,1.0,1.0,28,0
wikidata:Q42889:3,E-HX,0.2,9,249,32,0.8674698795180723,1.0,1.0,1.0,33,0
wikidata:Q42889:3,E-HX,0.2,10,249,32,0.8594377510040161,1.0,1.0,1.0,35,0
wikidata:Q42889:3,E-HX,0.2,11,249,32,0.39759036144578314,1.0,1.0,1.0,150,0
wikidata:Q42889:3,E-HX,0.2,12,249,32,0.9076305220883534,1.0,1.0,1.0,23,0
wikidata:Q42889:3,E-HX,0.2,13,249,32,0.9076305220883534,1.0,1.0,1.0,23,0
wikidata:Q42889:3,E-HX,0.2,14,249,32,0.39759036144578314,1.0,1.0,1.0,150,0
wikidata:Q42889:3,E-HX,0.2,15,249,32,0.9036144578313253,1.0,1.0,1.0,24,0
wikidata:Q42889:3,E-HX,0.2,16,249,32,0.40160642570281124,1.0,1.0,1.0,149,0
wikidata:Q42889:3,E-HX,0.2,17,249,32,0.9317269076305221,1.0,1.0,1.0,17,0
wikidata:Q42889:3,E-HX,0.2,18,249,32,0.9036144578313253,1.0,1.0,1.0,24,0
wikidata:Q42889:3,E-HX,0.2,19,249,32,0.891566265060241,1.0,1.0,1.0,27,0
wikidata:Q42889:3,E-HX,0.3,0,249,49,0.8313253012048193,1.0,1.0,1.0,42,0
wikidata:Q42889:3,E-HX,0.3,1,249,49,0.8393574297188755,1.0,1.0,1.0,40,0
wikidata:Q42889:3,E-HX,0.3,2,249,49,0.7991967871485943,1.0,1.0,1.0,50,0
wikidata:Q42889:3,E-HX,0.3,3,249,49,0.8192771084337349,1.0,1.0,1.0,45,0
wikidata:Q42889:3,E-HX,0.3,4,249,49,0.37751004016064255,1.0,1.0,1.0,155,0
wikidata:Q42889:3,E-HX,0.3,5,249,49,0.3373493975903614,1.0,1.0,1.0,165,0
wikidata:Q42889:3,E-HX,0.3,6,249,49,0.9076305220883534,1.0,1.0,1.0,23,0
wikidata:Q42889:3,E-HX,0.3,7,249,49,0.7831325301204819,1.0,1.0,1.0,54,0
wikidata:Q42889:3,E-HX,0.3,8,249,49,0.8393574297188755,1.0,1.0,1.0,40,0
wikidata:Q42889:3,E-HX,0.3,9,249,49,0.9036144578313253,1.0,1.0,1.0,24,0
wikidata:Q42889:3,E-HX,0.3,10,249,49,0.3172690763052209,1.0,1.0,1.0,170,0
wikidata:Q42889:3,E-HX,0.3,11,249,49,0.8273092369477911,1.0,1.0,1.0,43,0
wikidata:Q42889:3,E-HX,0.3,12,249,49,0.8192771084337349,1.0,1.0,1.0,45,0
wikidata:Q42889:3,E-HX,0.3,13,249,49,0.8995983935742972,1.0,1.0,1.0,25,0
wikidata:Q42889:3,E-HX,0.3,14,249,49,0.3253012048192771,1.0,1.0,1.0,168,0
wikidata:Q42889:3,E-HX,0.3,15,249,49,0.8353413654618473,1.0,1.0,1.0,41,0
wikidata:Q42889:3,E-HX,0.3,16,249,49,0.8112449799196787,1.0,1.0,1.0,47,0
wikidata:Q42889:3,E-HX,0.3,17,249,49,0.3413654618473896,1.0,1.0,1.0,164,0
wikidata:Q42889:3,E-HX,0.3,18,249,49,0.7911646586345381,1.0,1.0,1.0,52,0
wikidata:Q42889:3,E-HX,0.3,19,249,49,0.7951807228915663,1.0,1.0,1.0,51,0
wikidata:Q42889:3,E-HX,0.5,0,249,81,0.8072289156626506,1.0,1.0,1.0,48,0
wikidata:Q42889:3,E-HX,0.5,1,249,81,0.27710843373493976,1.0,1.0,1.0,180,0
wikidata:Q42889:3,E-HX,0.5,2,249,81,0.7831325301204819,1.0,1.0,1.0,54,0
wikidata:Q42889:3,E-HX,0.5,3,249,81,0.7791164658634538,1.0,1.0,1.0,55,0
wikidata:Q42889:3,E-HX,0.5,4,249,81,0.7108433734939759,1.0,1.0,1.0,72,0
wikidata:Q42889:3,E-HX,0.5,5,249,81,0.3253012048192771,1.0,1.0,1.0,168,0
wikidata:Q42889:3,E-HX,0.5,6,249,81,0.3092369477911647,1.0,1.0,1.0,172,0
wikidata:Q42889:3,E-HX,0.5,7,249,81,0.3614457831325301,1.0,1.0,1.0,159,0
wikidata:Q42889:3,E-HX,0.5,8,249,81,0.6626506024096386,1.0,1.0,1.0,84,0
wikidata:Q42889:3,E-HX,0.5,9,249,81,0.30120481927710846,1.0,1.0,1.0,174,0
wikidata:Q42889:3,E-HX,0.5,10,249,81,0.21285140562248997,1.0,1.0,1.0,196,0
wikidata:Q42889:3,E-HX,0.5,11,249,81,0.3172690763052209,1.0,1.0,1.0,170,0
wikidata:Q42889:3,E-HX,0.5,12,249,81,0.23694779116465864,1.0,1.0,1.0,190,0
wikidata:Q42889:3,E-HX,0.5,13,249,81,0.2289156626506024,1.0,1.0,1.0,192,0
wikidata:Q42889:3,E-HX,0.5,14,249,81,0.751004016064257,1.0,1.0,1.0,62,0
wikidata:Q42889:3,E-HX,0.5,15,249,81,0.7469879518072289,1.0,1.0,1.0,63,0
wikidata:Q42889:3,E-HX,0.5,16,249,81,0.2971887550200803,1.0,1.0,1.0,175,0
wikidata:Q42889:3,E-HX,0.5,17,249,81,0.26104417670682734,1.0,1.0,1.0,184,0
wikidata:Q42889:3,E-HX,0.5,18,249,81,0.23694779116465864,1.0,1.0,1.0,190,0
wikidata:Q42889:3,E-HX,0.5,19,249,81,0.8072289156626506,1.0,1.0,1.0,48,0
wikidata:Q42889:3,E-HX,0.7,0,249,113,0.14859437751004015,1.0,1.0,1.0,212,0
wikidata:Q42889:3,E-HX,0.7,1,249,113,0.1686746987951807,1.0,1.0,1.0,207,0
wikidata:Q42889:3,E-HX,0.7,2,249,113,0.1285140562248996,1.0,1.0,1.0,217,0
wikidata:Q42889:3,E-HX,0.7,3,249,113,0.6265060240963856,1.0,1.0,1.0,93,0
wikidata:Q42889:3,E-HX,0.7,4,249,113,0.11244979919678715,1.0,1.0,1.0,221,0
wikidata:Q42889:3,E-HX,0.7,5,249,113,0.13253012048192772,1.0,1.0,1.0,216,0
wikidata:Q42889:3,E-HX,0.7,6,249,113,0.1606425702811245,1.0,1.0,1.0,209,0
wikidata:Q42889:3,E-HX,0.7,7,249,113,0.1646586345381526,1.0,1.0,1.0,208,0
wikidata:Q42889:3,E-HX,0.7,8,249,113,0.12449799196787148,1.0,1.0,1.0,218,0
wikidata:Q42889:3,E-HX,0.7,9,249,113,0.15261044176706828,1.0,1.0,1.0,211,0
wikidata:Q42889:3,E-HX,0.7,10,249,113,0.13654618473895583,1.0,1.0,1.0,215,0
wikidata:Q42889:3,E-HX,0.7,11,249,113,0.6867469879518072,1.0,1.0,1.0,78,0
wikidata:Q42889:3,E-HX,0.7,12,249,113,0.24096385542168675,1.0,1.0,1.0,189,0
wikidata:Q42889:3,E-HX,0.7,13,249,113,0.1686746987951807,1.0,1.0,1.0,207,0
wikidata:Q42889:3,E-HX,0.7,14,249,113,0.1686746987951807,1.0,1.0,1.0,207,0
wikidata:Q42889:3,E-HX,0.7,15,249,113,0.12449799196787148,1.0,1.0,1.0,218,0
wikidata:Q42889:3,E-HX,0.7,16,249,113,0.1606425702811245,1.0,1.0,1.0,209,0
wikidata:Q42889:3,E-HX,0.7,17,249,113,0.606425702811245,1.0,1.0,1.0,98,0
wikidata:Q42889:3,E-HX,0.7,18,249,113,0.606425702811245,1.0,1.0,1.0,98,0
wikidata:Q42889:3,E-HX,0.7,19,249,113,0.14457831325301204,1.0,1.0,1.0,213,0
wikidata:Q42889:3,E-HX,0.9,0,249,146,0.020080321285140562,1.0,1.0,1.0,244,0
wikidata:Q42889:3,E-HX,0.9,1,249,146,0.04417670682730924,1.0,1.0,1.0,238,0
wikidata:Q42889:3,E-HX,0.9,2,249,146,0.040160642570281124,1.0,1.0,1.0,239,0
wikidata:Q42889:3,E-HX,0.9,3,249,146,0.04819277108433735,1.0,1.0,1.0,237,0
wikidata:Q42889:3,E-HX,0.9,4,249,146,0.05220883534136546,1.0,1.0,1.0,236,0
wikidata:Q42889:3,E-HX,0.9,5,249,146,0.09236947791164658,1.0,1.0,1.0,226,0
wikidata:Q42889:3,E-HX,0.9,6,249,146,0.040160642570281124,1.0,1.0,1.0,239,0
wikidata:Q42889:3,E-HX,0.9,7,249,146,0.07630522088353414,1.0,1.0,1.0,230,0
wikidata:Q42889:3,E-HX,0.9,8,249,146,0.07630522088353414,1.0,1.0,1.0,230,0
wikidata:Q42889:3,E-HX,0.9,9,249,146,0.04819277108433735,1.0,1.0,1.0,237,0
wikidata:Q42889:3,E-HX,0.9,10,249,146,0.5060240963855421,1.0,1.0,1.0,123,0
wikidata:Q42889:3,E-HX,0.9,11,249,146,0.024096385542168676,1.0,1.0,1.0,243,0
wikidata:Q42889:3,E-HX,0.9,12,249,146,0.5301204819277109,1.0,1.0,1.0,117,0
wikidata:Q42889:3,E-HX,0.9,13,249,146,0.040160642570281124,1.0,1.0,1.0,239,0
wikidata:Q42889:3,E-HX,0.9,14,249,146,0.04819277108433735,1.0,1.0,1.0,237,0
wikidata:Q42889:3,E-HX,0.9,15,249,146,0.040160642570281124,1.0,1.0,1.0,239,0
wikidata:Q42889:3,E-HX,0.9,16,249,146,0.08433734939759036,1.0,1.0,1.0,228,0
wikidata:Q42889:3,E-HX,0.9,17,249,146,0.04417670682730924,1.0,1.0,1.0,238,0
wikidata:Q42889:3,E-HX,0.9,18,249,146,0.5140562248995983,1.0,1.0,1.0,121,0
wikidata:Q42889:3,E-HX,0.9,19,249,146,0.0321285140562249,1.0,1.0,1.0,241,0
