dataset,arm,rho,seed,n_expected,removed,cov_corrupt,cov_repair,cov_single,edge_precision,single_fn,single_fp
wordnet:vehicle.n.01:2,E-HE,0.7,1,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,2,131,32,0.31297709923664124,0.31297709923664124,0.31297709923664124,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,3,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,4,131,32,0.3053435114503817,0.3053435114503817,0.3053435114503817,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,5,131,32,0.31297709923664124,0.31297709923664124,0.31297709923664124,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,6,131,32,0.29770992366412213,0.29770992366412213,0.29770992366412213,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,7,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,8,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,9,131,32,0.3053435114503817,0.3053435114503817,0.3053435114503817,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,10,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,11,131,32,0.3053435114503817,0.3053435114503817,0.3053435114503817,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,12,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,13,131,32,0.3053435114503817,0.3053435114503817,0.3053435114503817,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,14,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,15,131,32,0.32061068702290074,0.32061068702290074,0.32061068702290074,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,16,131,32,0.31297709923664124,0.31297709923664124,0.31297709923664124,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,17,131,32,0.31297709923664124,0.31297709923664124,0.31297709923664124,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,18,131,32,0.31297709923664124,0.31297709923664124,0.31297709923664124,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,19,131,32,0.31297709923664124,0.31297709923664124,0.31297709923664124,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,0,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,1,131,41,0.09923664122137404,0.09923664122137404,0.09923664122137404,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,2,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,3,131,41,0.10687022900763359,0.10687022900763359,0.10687022900763359,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,4,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,5,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,6,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,7,131,41,0.09923664122137404,0.09923664122137404,0.09923664122137404,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,8,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,9,131,41,0.10687022900763359,0.10687022900763359,0.10687022900763359,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,10,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,11,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,12,131,41,0.10687022900763359,0.10687022900763359,0.10687022900763359,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,13,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,14,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,15,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,16,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,17,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,18,131,41,0.10687022900763359,0.10687022900763359,0.10687022900763359,,0,0
wordnet:vehicle.n.01:2,E-HE,0.9,19,131,41,0.11450381679389313,0.11450381679389313,0.11450381679389313,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,0,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,1,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,2,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,3,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,4,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,5,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,6,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,7,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,8,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,9,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,10,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,11,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,12,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,13,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,14,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,15,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,16,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,17,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,18,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.0,19,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HX,0.1,0,131,5,0.9465648854961832,1.0,1.0,1.0,7,0
wordnet:vehicle.n.01:2,E-HX,0.1,1,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,2,131,5,0.8778625954198473,1.0,1.0,1.0,16,0
wordnet:vehicle.n.01:2,E-HX,0.1,3,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,4,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,5,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,6,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,7,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,8,131,5,0.6183206106870229,1.0,1.0,1.0,50,0
wordnet:vehicle.n.01:2,E-HX,0.1,9,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,10,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,11,131,5,0.8778625954198473,1.0,1.0,1.0,16,0
wordnet:vehicle.n.01:2,E-HX,0.1,12,131,5,0.8473282442748091,1.0,1.0,1.0,20,0
wordnet:vehicle.n.01:2,E-HX,0.1,13,131,5,0.8778625954198473,1.0,1.0,1.0,16,0
wordnet:vehicle.n.01:2,E-HX,0.1,14,131,5,0.5038167938931297,1.0,1.0,1.0,65,0
wordnet:vehicle.n.01:2,E-HX,0.1,15,131,5,0.8473282442748091,1.0,1.0,1.0,20,0
wordnet:vehicle.n.01:2,E-HX,0.1,16,131,5,0.6335877862595419,1.0,1.0,1.0,48,0
wordnet:vehicle.n.01:2,E-HX,0.1,17,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,18,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.1,19,131,5,0.9618320610687023,1.0,1.0,1.0,5,0
wordnet:vehicle.n.01:2,E-HX,0.2,0,131,10,0.7786259541984732,1.0,1.0,1.0,29,0
wordnet:vehicle.n.01:2,E-HX,0.2,1,131,10,0.8396946564885496,1.0,1.0,1.0,21,0
wordnet:vehicle.n.01:2,E-HX,0.2,2,131,10,0.8396946564885496,1.0,1.0,1.0,21,0
wordnet:vehicle.n.01:2,E-HX,0.2,3,131,10,0.9236641221374046,1.0,1.0,1.0,10,0
wordnet:vehicle.n.01:2,E-HX,0.2,4,131,10,0.8091603053435115,1.0,1.0,1.0,25,0
wordnet:vehicle.n.01:2,E-HX,0.2,5,131,10,0.8931297709923665,1.0,1.0,1.0,14,0
wordnet:vehicle.n.01:2,E-HX,0.2,6,131,10,0.9083969465648855,1.0,1.0,1.0,12,0
wordnet:vehicle.n.01:2,E-HX,0.2,7,131,10,0.8244274809160306,1.0,1.0,1.0,23,0
wordnet:vehicle.n.01:2,E-HX,0.2,8,131,10,0.8091603053435115,1.0,1.0,1.0,25,0
wordnet:vehicle.n.01:2,E-HX,0.2,9,131,10,0.5954198473282443,1.0,1.0,1.0,53,0
wordnet:vehicle.n.01:2,E-HX,0.2,10,131,10,0.7938931297709924,1.0,1.0,1.0,27,0
wordnet:vehicle.n.01:2,E-HX,0.2,11,131,10,0.8931297709923665,1.0,1.0,1.0,14,0
wordnet:vehicle.n.01:2,E-HX,0.2,12,131,10,0.9236641221374046,1.0,1.0,1.0,10,0
wordnet:vehicle.n.01:2,E-HX,0.2,13,131,10,0.8091603053435115,1.0,1.0,1.0,25,0
wordnet:vehicle.n.01:2,E-HX,0.2,14,131,10,0.8931297709923665,1.0,1.0,1.0,14,0
wordnet:vehicle.n.01:2,E-HX,0.2,15,131,10,0.9236641221374046,1.0,1.0,1.0,10,0
wordnet:vehicle.n.01:2,E-HX,0.2,16,131,10,0.8091603053435115,1.0,1.0,1.0,25,0
wordnet:vehicle.n.01:2,E-HX,0.2,17,131,10,0.9236641221374046,1.0,1.0,1.0,10,0
wordnet:vehicle.n.01:2,E-HX,0.2,18,131,10,0.8473282442748091,1.0,1.0,1.0,20,0
wordnet:vehicle.n.01:2,E-HX,0.2,19,131,10,0.8091603053435115,1.0,1.0,1.0,25,0
wordnet:vehicle.n.01:2,E-HX,0.3,0,131,16,0.5190839694656488,1.0,1.0,1.0,63,0
wordnet:vehicle.n.01:2,E-HX,0.3,1,131,16,0.8320610687022901,1.0,1.0,1.0,22,0
wordnet:vehicle.n.01:2,E-HX,0.3,2,131,16,0.8778625954198473,1.0,1.0,1.0,16,0
wordnet:vehicle.n.01:2,E-HX,0.3,3,131,16,0.732824427480916,1.0,1.0,1.0,35,0
wordnet:vehicle.n.01:2,E-HX,0.3,4,131,16,0.5190839694656488,1.0,1.0,1.0,63,0
wordnet:vehicle.n.01:2,E-HX,0.3,5,131,16,0.549618320610687,1.0,1.0,1.0,59,0
wordnet:vehicle.n.01:2,E-HX,0.3,6,131,16,0.5190839694656488,1.0,1.0,1.0,63,0
wordnet:vehicle.n.01:2,E-HX,0.3,7,131,16,0.8320610687022901,1.0,1.0,1.0,22,0
wordnet:vehicle.n.01:2,E-HX,0.3,8,131,16,0.8320610687022901,1.0,1.0,1.0,22,0
wordnet:vehicle.n.01:2,E-HX,0.3,9,131,16,0.8778625954198473,1.0,1.0,1.0,16,0
wordnet:vehicle.n.01:2,E-HX,0.3,10,131,16,0.7938931297709924,1.0,1.0,1.0,27,0
wordnet:vehicle.n.01:2,E-HX,0.3,11,131,16,0.7633587786259542,1.0,1.0,1.0,31,0
wordnet:vehicle.n.01:2,E-HX,0.3,12,131,16,0.4351145038167939,1.0,1.0,1.0,74,0
wordnet:vehicle.n.01:2,E-HX,0.3,13,131,16,0.40458015267175573,1.0,1.0,1.0,78,0
wordnet:vehicle.n.01:2,E-HX,0.3,14,131,16,0.7938931297709924,1.0,1.0,1.0,27,0
wordnet:vehicle.n.01:2,E-HX,0.3,15,131,16,0.5343511450381679,1.0,1.0,1.0,61,0
wordnet:vehicle.n.01:2,E-HX,0.3,16,131,16,0.8320610687022901,1.0,1.0,1.0,22,0
wordnet:vehicle.n.01:2,E-HX,0.3,17,131,16,0.7175572519083969,1.0,1.0,1.0,37,0
wordnet:vehicle.n.01:2,E-HX,0.3,18,131,16,0.40458015267175573,1.0,1.0,1.0,78,0
wordnet:vehicle.n.01:2,E-HX,0.3,19,131,16,0.4351145038167939,1.0,1.0,1.0,74,0
wordnet:vehicle.n.01:2,E-HX,0.5,0,131,26,0.2748091603053435,1.0,1.0,1.0,95,0
wordnet:vehicle.n.01:2,E-HX,0.5,1,131,26,0.6564885496183206,1.0,1.0,1.0,45,0
wordnet:vehicle.n.01:2,E-HX,0.5,2,131,26,0.31297709923664124,1.0,1.0,1.0,90,0
wordnet:vehicle.n.01:2,E-HX,0.5,3,131,26,0.6564885496183206,1.0,1.0,1.0,45,0
wordnet:vehicle.n.01:2,E-HX,0.5,4,131,26,0.3282442748091603,1.0,1.0,1.0,88,0
wordnet:vehicle.n.01:2,E-HX,0.5,5,131,26,0.6717557251908397,1.0,1.0,1.0,43,0
wordnet:vehicle.n.01:2,E-HX,0.5,6,131,26,0.29770992366412213,1.0,1.0,1.0,92,0
wordnet:vehicle.n.01:2,E-HX,0.5,7,131,26,0.3435114503816794,1.0,1.0,1.0,86,0
wordnet:vehicle.n.01:2,E-HX,0.5,8,131,26,0.6717557251908397,1.0,1.0,1.0,43,0
wordnet:vehicle.n.01:2,E-HX,0.5,9,131,26,0.5267175572519084,1.0,1.0,1.0,62,0
wordnet:vehicle.n.01:2,E-HX,0.5,10,131,26,0.6259541984732825,1.0,1.0,1.0,49,0
wordnet:vehicle.n.01:2,E-HX,0.5,11,131,26,0.42748091603053434,1.0,1.0,1.0,75,0
wordnet:vehicle.n.01:2,E-HX,0.5,12,131,26,0.22900763358778625,1.0,1.0,1.0,101,0
wordnet:vehicle.n.01:2,E-HX,0.5,13,131,26,0.4732824427480916,1.0,1.0,1.0,69,0
wordnet:vehicle.n.01:2,E-HX,0.5,14,131,26,0.6412213740458015,1.0,1.0,1.0,47,0
wordnet:vehicle.n.01:2,E-HX,0.5,15,131,26,0.5725190839694656,1.0,1.0,1.0,56,0
wordnet:vehicle.n.01:2,E-HX,0.5,16,131,26,0.3969465648854962,1.0,1.0,1.0,79,0
wordnet:vehicle.n.01:2,E-HX,0.5,17,131,26,0.5419847328244275,1.0,1.0,1.0,60,0
wordnet:vehicle.n.01:2,E-HX,0.5,18,131,26,0.21374045801526717,1.0,1.0,1.0,103,0
wordnet:vehicle.n.01:2,E-HX,0.5,19,131,26,0.44274809160305345,1.0,1.0,1.0,73,0
wordnet:vehicle.n.01:2,E-HX,0.7,0,131,36,0.12213740458015267,1.0,1.0,1.0,115,0
wordnet:vehicle.n.01:2,E-HX,0.7,1,131,36,0.12213740458015267,1.0,1.0,1.0,115,0
wordnet:vehicle.n.01:2,E-HX,0.7,2,131,36,0.5954198473282443,1.0,1.0,1.0,53,0
wordnet:vehicle.n.01:2,E-HX,0.7,3,131,36,0.31297709923664124,1.0,1.0,1.0,90,0
wordnet:vehicle.n.01:2,E-HX,0.7,4,131,36,0.6793893129770993,1.0,1.0,1.0,42,0
wordnet:vehicle.n.01:2,E-HX,0.7,5,131,36,0.45038167938931295,1.0,1.0,1.0,72,0
wordnet:vehicle.n.01:2,E-HX,0.7,6,131,36,0.15267175572519084,1.0,1.0,1.0,111,0
wordnet:vehicle.n.01:2,E-HX,0.7,7,131,36,0.31297709923664124,1.0,1.0,1.0,90,0
wordnet:vehicle.n.01:2,E-HX,0.7,8,131,36,0.20610687022900764,1.0,1.0,1.0,104,0
wordnet:vehicle.n.01:2,E-HX,0.7,9,131,36,0.25190839694656486,1.0,1.0,1.0,98,0
wordnet:vehicle.n.01:2,E-HX,0.7,10,131,36,0.2366412213740458,1.0,1.0,1.0,100,0
wordnet:vehicle.n.01:2,E-HX,0.7,11,131,36,0.12213740458015267,1.0,1.0,1.0,115,0
wordnet:vehicle.n.01:2,E-HX,0.7,12,131,36,0.15267175572519084,1.0,1.0,1.0,111,0
wordnet:vehicle.n.01:2,E-HX,0.7,13,131,36,0.12213740458015267,1.0,1.0,1.0,115,0
wordnet:vehicle.n.01:2,E-HX,0.7,14,131,36,0.183206106870229,1.0,1.0,1.0,107,0
wordnet:vehicle.n.01:2,E-HX,0.7,15,131,36,0.20610687022900764,1.0,1.0,1.0,104,0
wordnet:vehicle.n.01:2,E-HX,0.7,16,131,36,0.13740458015267176,1.0,1.0,1.0,113,0
wordnet:vehicle.n.01:2,E-HX,0.7,17,131,36,0.5648854961832062,1.0,1.0,1.0,57,0
wordnet:vehicle.n.01:2,E-HX,0.7,18,131,36,0.48091603053435117,1.0,1.0,1.0,68,0
wordnet:vehicle.n.01:2,E-HX,0.7,19,131,36,0.2366412213740458,1.0,1.0,1.0,100,0
wordnet:vehicle.n.01:2,E-HX,0.9,0,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,1,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,2,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,3,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,4,131,47,0.366412213740458,1.0,1.0,1.0,83,0
wordnet:vehicle.n.01:2,E-HX,0.9,5,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,6,131,47,0.06870229007633588,1.0,1.0,1.0,122,0
wordnet:vehicle.n.01:2,E-HX,0.9,7,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,8,131,47,0.15267175572519084,1.0,1.0,1.0,111,0
wordnet:vehicle.n.01:2,E-HX,0.9,9,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,10,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,11,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,12,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,13,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,14,131,47,0.2366412213740458,1.0,1.0,1.0,100,0
wordnet:vehicle.n.01:2,E-HX,0.9,15,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,16,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,17,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wordnet:vehicle.n.01:2,E-HX,0.9,18,131,47,0.12213740458015267,1.0,1.0,1.0,115,0
wordnet:vehicle.n.01:2,E-HX,0.9,19,131,47,0.03816793893129771,1.0,1.0,1.0,126,0
wikidata:Q42889:3,E-SO,0.0,0,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,1,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,2,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,3,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,4,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,5,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,6,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,7,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,8,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,9,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,10,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,11,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,12,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,13,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,14,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,15,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,16,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,17,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,18,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.0,19,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-SO,0.1,0,249,17,0.9036144578313253,1.0,0.9036144578313253,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,1,249,17,0.9598393574297188,1.0,0.9598393574297188,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,2,249,17,0.9317269076305221,1.0,0.9317269076305221,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,3,249,17,0.9678714859437751,1.0,0.9678714859437751,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,4,249,17,0.9477911646586346,1.0,0.9477911646586346,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,5,249,17,0.8875502008032129,1.0,0.8875502008032129,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,6,249,17,0.9196787148594378,1.0,0.9196787148594378,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,7,249,17,0.9518072289156626,1.0,0.9518072289156626,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,8,249,17,0.9317269076305221,1.0,0.9317269076305221,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,9,249,17,0.9759036144578314,1.0,0.9759036144578314,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,10,249,17,0.9477911646586346,1.0,0.9477911646586346,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,11,249,17,0.9236947791164659,1.0,0.9236947791164659,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,12,249,17,0.9518072289156626,1.0,0.9518072289156626,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,13,249,17,0.8995983935742972,1.0,0.8995983935742972,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,14,249,17,0.9558232931726908,1.0,0.9558232931726908,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,15,249,17,0.9317269076305221,1.0,0.9317269076305221,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,16,249,17,0.9598393574297188,1.0,0.9598393574297188,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,17,249,17,0.9317269076305221,1.0,0.9317269076305221,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,18,249,17,0.9558232931726908,1.0,0.9558232931726908,1.0,0,0
wikidata:Q42889:3,E-SO,0.1,19,249,17,0.9317269076305221,1.0,0.9317269076305221,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,0,249,33,0.8955823293172691,1.0,0.8955823293172691,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,1,249,33,0.8714859437751004,1.0,0.8714859437751004,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,2,249,33,0.9076305220883534,1.0,0.9076305220883534,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,3,249,33,0.8955823293172691,1.0,0.8955823293172691,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,4,249,33,0.8955823293172691,1.0,0.8955823293172691,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,5,249,33,0.8433734939759037,1.0,0.8433734939759037,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,6,249,33,0.8995983935742972,1.0,0.8995983935742972,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,7,249,33,0.9317269076305221,1.0,0.9317269076305221,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,8,249,33,0.8554216867469879,1.0,0.8554216867469879,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,9,249,33,0.891566265060241,1.0,0.891566265060241,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,10,249,33,0.9236947791164659,1.0,0.9236947791164659,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,11,249,33,0.9116465863453815,1.0,0.9116465863453815,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,12,249,33,0.8755020080321285,1.0,0.8755020080321285,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,13,249,33,0.8835341365461847,1.0,0.8835341365461847,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,14,249,33,0.8393574297188755,1.0,0.8393574297188755,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,15,249,33,0.8995983935742972,1.0,0.8995983935742972,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,16,249,33,0.8835341365461847,1.0,0.8835341365461847,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,17,249,33,0.8755020080321285,1.0,0.8755020080321285,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,18,249,33,0.8714859437751004,1.0,0.8714859437751004,1.0,0,0
wikidata:Q42889:3,E-SO,0.2,19,249,33,0.9156626506024096,1.0,0.9156626506024096,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,0,249,50,0.8755020080321285,1.0,0.8755020080321285,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,1,249,50,0.8473895582329317,1.0,0.8473895582329317,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,2,249,50,0.8353413654618473,1.0,0.8353413654618473,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,3,249,50,0.8072289156626506,1.0,0.8072289156626506,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,4,249,50,0.8594377510040161,1.0,0.8594377510040161,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,5,249,50,0.7951807228915663,1.0,0.7951807228915663,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,6,249,50,0.8875502008032129,1.0,0.8875502008032129,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,7,249,50,0.8152610441767069,1.0,0.8152610441767069,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,8,249,50,0.8795180722891566,1.0,0.8795180722891566,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,9,249,50,0.8192771084337349,1.0,0.8192771084337349,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,10,249,50,0.8433734939759037,1.0,0.8433734939759037,1.0,0,0
